ID,topic,premise,conclusion,validity_101,validity_102,validity_103,validity_111,validity_112,novelty_101,novelty_102,novelty_103,novelty_111,novelty_112
test_1072#T5smooth+topic_best_beam_prediction,Withdrawing from Iraq,"Critics of a withdrawal often argue that it would embolden terrorists. While this may be true, this completely ignores the fact that the war itself emboldened terrorists more than anything else. It continues to embolden them with a cause. While withdrawing may be a ""success"" for terrorists, and embolden them in this way, it will take away their cause of ""expelling the crusader"", which is the foundation of their support across the Muslim world.",Withdrawing from Iraq would not embolden terrorists, -1,, -1,, -1, -1,, -1,, 1
test_1089#T5+topic+gen_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Iraq's new constitution requires US support, 1, 1,, 1,, -1, 1,, -1,
test_1089#T5+topic+inf_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Withdrawing from Iraq will not be easy., -1, -1,, 1,, -1, 1,, 1,
test_1089#T5+topic+is_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Iraq's new government requires US support, 1, 1,, 1,, 1, -1,, -1,
test_1089#T5+topic+specific+generic+inf_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The Iraqi government is far from complete., 1, -1,, 1,, 1, 1,, -1,
test_1089#T5+topic+specific+generic_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Withdrawing from Iraq is a step toward political progress, -1, -1,, -1,, -1, 1,, 1,
test_1089#T5+topic+specific+inf_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The Iraqi Arabs are not yet convinced that the new government is viable., 1, 1,, 1,, 1, 1,, 1,
test_1089#T5+topic_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.","Sunni Iraqis want to see a government, but it has to be built", -1, -1,, -1,, -1, 1,, 1,
test_1089#T5cherryfsmooth+topic+gen_selected_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The creation of a legitimate government in Iraq requires US support, 1, 1,, 1,, 1, -1,, 1,
test_1089#T5cherryfsmooth+topic+is_selected_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The success of the Iraqi government requires the US's support., 1, 1,, 1,, 1, -1,, 1,
test_1089#T5cherryfsmooth+topic+specific+generic_selected_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The emergence of an Iraqi government requires the support of the US, 1, 1,, -1,, 1, -1,, 1,
test_1089#T5cherryfsmooth+topic+specific+inf_selected_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The new Iraqi government needs to be supported politically, 1, 1,, 1,, 1, -1,, -1,
test_1089#T5cherrysmooth+topic_selected_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Iraqi Sunni Arabs must be convinced that a legitimate government exists., -1, 1,, -1,, -1, -1,, 1,
test_1089#T5smooth+topic+is_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Political progress in Iraq is encouraging, 1, 1,, 1,, 1, 1,, 1,
test_1089#T5smooth+topic+specific+generic_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",The settlement of Iraq is not a success., -1, -1,, -1,, -1, 1,, 1,
test_1089#T5smooth+topic_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Sunni Arabs have to be convinced that the Iraqi government is legitimate, 1, 1,, -1,, 1, -1,, 1,
test_1089#T5_best_beam_prediction,Withdrawing from Iraq,"Although the constitution and formation of a legitimate government are major achievements, there is still much work to do. Sunni Arabs have to be convinced that the new settlement is in their interests and be drawn into government. This requires that they, and others, are convinced that the Iraqi government will stand the test of time, which requires the support of the US both politically and militarily.",Iraq's constitution and new government require US support, 1, 1,, -1,, 1, -1,, 1,
